"swede1"|"swede2"|"abba"|"deathmetal"
"4859"|230|161|1|0
"4860"|230|221|1|0
"4861"|230|66|1|0
"4862"|230|153|1|0
"4863"|230|810|1|0
"4864"|230|87|1|1
"4865"|230|754|1|0
"4866"|230|72|1|1
"4867"|230|438|1|0
"4868"|230|258|1|0
"4869"|230|696|1|0
"4870"|230|357|1|0
"4871"|230|564|1|0
"4872"|230|248|1|0
"4873"|230|676|1|0
"4874"|230|383|1|1
"4875"|230|406|1|1
"4876"|230|787|1|0
"4877"|230|94|1|0
"4878"|230|180|1|0
"4879"|230|728|1|1
"4880"|230|287|1|0
"4881"|230|767|1|1
"4882"|230|47|1|0
"4883"|230|803|1|0
"4884"|230|59|1|1
"4885"|230|761|1|0
"4886"|230|774|1|0
"4887"|230|294|1|1
"4888"|230|811|1|0
"4889"|230|807|1|0
"4890"|231|29|0|0
"4891"|231|310|0|0
"4892"|231|167|0|0
"4893"|231|273|0|0
"4894"|231|660|0|0
"4895"|231|225|0|0
"4896"|231|449|0|0
"4897"|231|119|0|0
"4898"|231|121|0|0
"4899"|231|333|0|0
"4900"|231|331|0|0
"4901"|231|202|0|0
"4902"|231|123|0|0
"4903"|231|337|0|0
"4904"|231|38|0|0
"4905"|231|561|0|0
"4906"|232|473|1|0
"4907"|232|366|1|1
"4908"|232|282|1|0
"4909"|232|696|1|0
"4910"|232|61|1|0
"4911"|232|29|1|0
"4912"|232|274|1|1
"4913"|232|2|1|0
"4914"|232|221|1|0
"4915"|232|700|1|0
"4916"|232|258|1|0
"4917"|232|507|1|0
"4918"|232|324|1|0
"4919"|232|648|1|1
"4920"|232|186|1|1
"4921"|232|119|1|0
"4922"|232|124|1|0
"4923"|232|351|1|0
"4924"|232|121|1|0
"4925"|232|181|1|0
"4926"|232|248|1|0
"4927"|232|322|1|1
"4928"|232|153|1|0
"4929"|232|660|1|0
"4930"|232|757|1|1
"4931"|232|229|1|0
"4932"|232|626|1|0
"4933"|232|37|1|0
"4934"|232|225|1|0
"4935"|232|240|1|1
"4936"|232|709|1|1
"4937"|232|271|1|0
"4938"|232|127|1|0
"4939"|232|333|1|0
"4940"|232|641|1|0
"4941"|232|314|1|0
"4942"|232|118|1|1
"4943"|232|297|1|0
"4944"|232|744|1|1
"4945"|232|299|1|0
"4946"|232|214|1|0
"4947"|232|365|1|0
"4948"|232|794|1|0
"4949"|232|123|1|0
"4950"|232|163|1|0
"4951"|232|155|1|1
"4952"|232|607|1|0
"4953"|232|376|1|0
"4954"|232|279|1|0
"4955"|232|592|1|1
"4956"|232|212|1|0
"4957"|232|272|1|0
"4958"|232|243|1|0
"4959"|232|69|1|0
"4960"|232|712|1|0
"4961"|232|316|1|0
"4962"|232|312|1|0
"4963"|232|742|1|0
"4964"|232|154|1|1
"4965"|232|687|1|0
"4966"|232|75|1|0
"4967"|232|761|1|0
"4968"|232|183|1|1
"4969"|232|827|1|0
"4970"|232|330|1|0
"4971"|232|352|1|1
"4972"|232|180|1|0
"4973"|232|167|1|0
"4974"|232|39|1|0
"4975"|232|287|1|0
"4976"|232|469|1|0
"4977"|232|533|1|0
"4978"|232|325|1|1
"4979"|232|561|1|0
"4980"|232|540|1|0
"4981"|232|178|1|0
"4982"|232|309|1|0
"4983"|232|703|1|1
"4984"|232|672|1|0
"4985"|232|36|1|0
"4986"|232|331|1|0
"4987"|232|646|1|0
"4988"|232|47|1|0
"4989"|232|650|1|0
"4990"|232|818|1|1
"4991"|232|705|1|0
"4992"|232|481|1|0
"4993"|232|556|1|0
"4994"|232|536|1|0
"4995"|232|833|1|0
"4996"|232|775|1|1
"4997"|232|785|1|0
"4998"|232|790|1|0
"4999"|232|122|1|0
"5000"|232|792|1|0
"5001"|232|303|1|0
"5002"|232|110|1|0
"5003"|233|62|0|1
"5004"|233|768|0|1
"5005"|233|217|0|0
"5006"|233|100|0|0
"5007"|233|599|0|0
"5008"|233|328|0|1
"5009"|233|189|0|0
"5010"|233|377|0|0
"5011"|234|312|1|0
"5012"|234|61|1|0
"5013"|234|37|1|0
"5014"|234|649|1|0
"5015"|234|646|1|0
"5016"|234|668|1|0
"5017"|234|641|1|0
"5018"|234|785|1|0
"5019"|234|238|1|0
"5020"|234|124|1|0
"5021"|234|104|1|0
"5022"|234|644|1|1
"5023"|234|536|1|0
"5024"|234|331|1|0
"5025"|234|818|1|1
"5026"|234|330|1|0
"5027"|234|145|1|0
"5028"|234|239|1|0
"5029"|234|545|1|0
"5030"|234|188|1|1
"5031"|234|135|1|0
"5032"|234|250|1|1
"5033"|234|742|1|0
"5034"|234|431|1|0
"5035"|234|183|1|1
"5036"|234|323|1|0
"5037"|234|273|1|0
"5038"|234|225|1|0
"5039"|234|333|1|0
"5040"|234|119|1|0
"5041"|234|309|1|0
"5042"|234|607|1|0
"5043"|234|598|1|0
"5044"|234|640|1|0
"5045"|234|53|1|0
"5046"|234|449|1|0
"5047"|234|272|1|0
"5048"|234|181|1|0
"5049"|234|711|1|0
"5050"|234|481|1|0
"5051"|234|660|1|0
"5052"|234|155|1|1
"5053"|234|814|1|0
"5054"|234|71|1|0
"5055"|234|794|1|0
"5056"|234|667|1|0
"5057"|234|561|1|0
"5058"|234|820|1|1
"5059"|234|314|1|0
"5060"|234|533|1|0
"5061"|234|318|1|0
"5062"|234|469|1|0
"5063"|234|282|1|0
"5064"|234|36|1|0
"5065"|234|240|1|1
"5066"|234|672|1|0
"5067"|234|376|1|0
"5068"|234|365|1|0
"5069"|234|202|1|0
"5070"|234|827|1|0
"5071"|234|337|1|0
"5072"|234|757|1|1
"5073"|234|39|1|0
"5074"|234|632|1|0
"5075"|234|744|1|1
"5076"|234|491|1|1
"5077"|234|592|1|1
"5078"|234|473|1|0
"5079"|235|183|1|1
"5080"|235|449|1|0
"5081"|235|533|1|0
"5082"|235|337|1|0
"5083"|235|545|1|0
"5084"|235|794|1|0
"5085"|235|592|1|1
"5086"|235|649|1|0
"5087"|235|39|1|0
"5088"|235|69|1|0
"5089"|235|632|1|0
"5090"|235|297|1|0
"5091"|235|299|1|0
"5092"|235|324|1|0
"5093"|235|365|1|0
"5094"|235|376|1|0
"5095"|235|331|1|0
"5096"|235|167|1|0
"5097"|235|507|1|0
"5098"|235|672|1|0
"5099"|235|119|1|0
"5100"|235|155|1|1
"5101"|235|742|1|0
"5102"|235|202|1|0
"5103"|235|785|1|0
"5104"|235|590|1|0
"5105"|235|333|1|0
"5106"|235|536|1|0
"5107"|235|272|1|0
"5108"|235|709|1|1
"5109"|235|240|1|1
"5110"|235|330|1|0
"5111"|235|279|1|0
"5112"|235|53|1|0
"5113"|235|787|1|0
"5114"|235|127|1|0
"5115"|235|282|1|0
"5116"|236|251|1|1
"5117"|236|46|1|0
"5118"|236|243|1|0
"5119"|236|597|1|0
"5120"|236|90|1|1
"5121"|236|95|1|1
"5122"|236|770|1|0
"5123"|236|248|1|0
"5124"|236|212|1|0
"5125"|236|761|1|0
"5126"|236|64|1|0
"5127"|236|287|1|0
"5128"|236|698|1|0
"5129"|236|263|1|0
"5130"|236|463|1|1
"5131"|236|556|1|0
"5132"|237|353|0|0
"5133"|238|53|1|0
"5134"|238|532|1|1
"5135"|238|709|1|1
"5136"|238|827|1|0
"5137"|238|668|1|0
"5138"|238|719|1|1
"5139"|238|712|1|0
"5140"|238|123|1|0
"5141"|238|649|1|0
"5142"|238|273|1|0
"5143"|238|71|1|0
"5144"|238|787|1|0
"5145"|238|135|1|0
"5146"|238|644|1|1
"5147"|238|145|1|0
"5148"|238|358|1|1
"5149"|238|820|1|1
"5150"|238|475|1|0
"5151"|238|240|1|1
"5152"|238|648|1|1
"5153"|238|376|1|0
"5154"|238|592|1|1
"5155"|238|545|1|0
"5156"|238|314|1|0
"5157"|238|791|1|1
"5158"|238|449|1|0
"5159"|238|330|1|0
"5160"|238|36|1|0
"5161"|238|75|1|0
"5162"|238|364|1|0
"5163"|238|344|1|1
"5164"|238|817|1|0
"5165"|238|424|1|0
"5166"|238|324|1|0
"5167"|238|632|1|0
"5168"|238|365|1|0
"5169"|238|521|1|1
"5170"|238|561|1|0
"5171"|238|297|1|0
"5172"|238|533|1|0
"5173"|238|700|1|0
"5174"|238|247|1|0
"5175"|238|37|1|0
"5176"|238|242|1|0
"5177"|238|331|1|0
"5178"|238|469|1|0
"5179"|238|351|1|0
"5180"|238|744|1|1
"5181"|238|318|1|0
"5182"|238|536|1|0
"5183"|238|279|1|0
"5184"|238|462|1|0
"5185"|238|117|1|1
"5186"|238|81|1|0
"5187"|238|660|1|0
"5188"|238|39|1|0
"5189"|238|431|1|0
"5190"|238|818|1|1
"5191"|238|647|1|1
"5192"|238|549|1|1
"5193"|238|672|1|0
"5194"|238|204|1|0
"5195"|238|473|1|0
"5196"|238|202|1|0
"5197"|238|742|1|0
"5198"|238|667|1|0
"5199"|238|104|1|0
"5200"|238|278|1|0
"5201"|238|124|1|0
"5202"|238|333|1|0
"5203"|238|497|1|0
"5204"|238|234|1|0
"5205"|238|311|1|0
"5206"|238|607|1|0
"5207"|238|420|1|0
"5208"|238|155|1|1
"5209"|238|310|1|0
"5210"|239|463|1|1
"5211"|239|362|1|1
"5212"|239|162|1|0
"5213"|239|807|1|0
"5214"|239|358|1|1
"5215"|239|794|1|0
"5216"|239|75|1|0
"5217"|239|124|1|0
"5218"|239|597|1|0
"5219"|239|33|1|0
"5220"|239|663|1|0
"5221"|239|279|1|0
"5222"|239|36|1|0
"5223"|239|744|1|1
"5224"|239|123|1|0
"5225"|239|324|1|0
"5226"|239|310|1|0
"5227"|239|556|1|0
"5228"|239|212|1|0
"5229"|239|650|1|0
"5230"|239|211|1|1
"5231"|239|221|1|0
"5232"|239|186|1|1
"5233"|239|258|1|0
"5234"|239|337|1|0
"5235"|239|275|1|0
"5236"|239|287|1|0
"5237"|239|292|1|0
"5238"|239|107|1|0
"5239"|239|757|1|1
"5240"|239|47|1|0
"5241"|239|545|1|0
"5242"|239|761|1|0
"5243"|239|561|1|0
"5244"|239|787|1|0
"5245"|239|767|1|1
"5246"|239|644|1|1
"5247"|239|224|1|1
"5248"|239|811|1|0
"5249"|239|289|1|0
"5250"|239|234|1|0
"5251"|239|803|1|0
"5252"|239|792|1|0
"5253"|239|640|1|0
"5254"|239|299|1|0
"5255"|239|34|1|0
"5256"|239|611|1|0
"5257"|239|590|1|0
"5258"|239|626|1|0
"5259"|239|306|1|1
"5260"|239|318|1|0
"5261"|239|333|1|0
"5262"|239|375|1|0
"5263"|239|69|1|0
"5264"|239|827|1|0
"5265"|239|166|1|0
"5266"|239|152|1|0
"5267"|239|1|1|0
"5268"|239|564|1|0
"5269"|239|130|1|0
"5270"|239|153|1|0
"5271"|239|592|1|1
"5272"|239|119|1|0
"5273"|239|659|1|0
"5274"|239|573|1|1
"5275"|239|607|1|0
"5276"|239|330|1|0
"5277"|239|173|1|1
"5278"|239|257|1|0
"5279"|239|271|1|0
"5280"|239|770|1|0
"5281"|239|376|1|0
"5282"|239|667|1|0
"5283"|239|312|1|0
"5284"|239|278|1|0
"5285"|239|52|1|0
"5286"|239|154|1|1
"5287"|239|680|1|1
"5288"|239|240|1|1
"5289"|239|322|1|1
"5290"|239|183|1|1
"5291"|239|7|1|0
"5292"|239|178|1|0
"5293"|239|39|1|0
"5294"|239|806|1|0
"5295"|239|825|1|0
"5296"|239|303|1|0
"5297"|239|204|1|0
"5298"|239|536|1|0
"5299"|239|71|1|0
"5300"|239|155|1|1
"5301"|239|263|1|0
"5302"|239|61|1|0
"5303"|239|37|1|0
"5304"|239|315|1|0
"5305"|239|473|1|0
"5306"|239|323|1|0
"5307"|239|351|1|0
"5308"|239|243|1|0
"5309"|239|719|1|1
"5310"|239|97|1|0
"5311"|239|282|1|0
"5312"|239|698|1|0
"5313"|239|712|1|0
"5314"|239|366|1|1
"5315"|239|294|1|1
"5316"|239|798|1|1
"5317"|239|72|1|1
"5318"|239|797|1|1
"5319"|239|2|1|0
"5320"|239|181|1|0
"5321"|239|648|1|1
"5322"|239|286|1|0
"5323"|239|5|1|0
"5324"|240|75|0|0
"5325"|240|186|0|1
"5326"|240|297|0|0
"5327"|240|167|0|0
"5328"|240|607|0|0
"5329"|240|238|0|0
"5330"|240|122|0|0
"5331"|240|696|0|0
"5332"|240|469|0|0
"5333"|240|234|0|0
"5334"|240|232|0|0
"5335"|240|564|0|0
"5336"|240|248|0|0
"5337"|240|180|0|0
"5338"|240|204|0|0
"5339"|240|243|0|0
"5340"|240|312|0|0
"5341"|240|660|0|0
"5342"|240|365|0|0
"5343"|240|376|0|0
"5344"|240|536|0|0
"5345"|240|287|0|0
"5346"|240|337|0|0
"5347"|240|124|0|0
"5348"|240|533|0|0
"5349"|240|239|0|0
"5350"|240|449|0|0
"5351"|240|333|0|0
"5352"|240|119|0|0
"5353"|240|719|0|1
"5354"|240|59|0|1
"5355"|240|235|0|0
"5356"|240|310|0|0
"5357"|240|540|0|0
"5358"|240|282|0|0
"5359"|240|162|0|0
"5360"|240|827|0|0
"5361"|241|39|1|0
"5362"|241|717|1|1
"5363"|241|37|1|0
"5364"|241|216|1|0
"5365"|242|364|1|0
"5366"|242|449|1|0
"5367"|242|331|1|0
"5368"|242|273|1|0
"5369"|242|561|1|0
"5370"|242|135|1|0
"5371"|242|124|1|0
"5372"|242|238|1|0
"5373"|242|358|1|1
"5374"|243|533|1|0
"5375"|243|312|1|0
"5376"|243|53|1|0
"5377"|243|67|1|1
"5378"|243|523|1|0
"5379"|243|289|1|0
"5380"|243|401|1|1
"5381"|243|59|1|1
"5382"|243|46|1|0
"5383"|243|685|1|1
"5384"|243|761|1|0
"5385"|243|315|1|0
"5386"|243|337|1|0
"5387"|243|733|1|1
"5388"|243|375|1|0
"5389"|243|166|1|0
"5390"|243|754|1|0
"5391"|243|728|1|1
"5392"|243|199|1|1
"5393"|243|590|1|0
"5394"|243|676|1|0
"5395"|243|180|1|0
"5396"|243|514|1|1
"5397"|243|239|1|0
"5398"|243|540|1|0
"5399"|243|286|1|0
"5400"|243|73|1|0
"5401"|243|271|1|0
"5402"|243|47|1|0
"5403"|243|232|1|0
"5404"|243|192|1|1
"5405"|243|719|1|1
"5406"|243|87|1|1
"5407"|243|205|1|1
"5408"|243|263|1|0
"5409"|243|258|1|0
"5410"|243|32|1|1
"5411"|243|257|1|0
"5412"|243|287|1|0
"5413"|243|303|1|0
"5414"|243|306|1|1
"5415"|243|505|1|0
"5416"|243|29|1|0
"5417"|243|438|1|0
"5418"|243|221|1|0
"5419"|243|249|1|0
"5420"|243|473|1|0
"5421"|243|66|1|0
"5422"|243|97|1|0
"5423"|243|700|1|0
"5424"|243|212|1|0
"5425"|243|556|1|0
"5426"|243|254|1|0
"5427"|243|60|1|1
"5428"|243|663|1|0
"5429"|243|383|1|1
"5430"|243|696|1|0
"5431"|243|236|1|0
"5432"|243|2|1|0
"5433"|243|573|1|1
"5434"|243|759|1|0
"5435"|243|130|1|0
"5436"|243|488|1|0
"5437"|243|536|1|0
"5438"|243|734|1|1
"5439"|243|469|1|0
"5440"|243|147|1|1
"5441"|243|763|1|1
"5442"|243|36|1|0
"5443"|243|118|1|1
"5444"|243|803|1|0
"5445"|243|732|1|0
"5446"|243|72|1|1
"5447"|243|472|1|0
"5448"|243|332|1|1
"5449"|243|80|1|0
"5450"|243|783|1|0
"5451"|243|310|1|0
"5452"|243|294|1|1
"5453"|243|162|1|0
"5454"|243|827|1|0
"5455"|243|69|1|0
"5456"|243|161|1|0
"5457"|243|701|1|0
"5458"|243|807|1|0
"5459"|243|787|1|0
"5460"|243|810|1|0
"5461"|243|773|1|1
"5462"|243|116|1|0
"5463"|243|107|1|0
"5464"|243|240|1|1
"5465"|243|153|1|0
"5466"|243|767|1|1
"5467"|243|698|1|0
"5468"|243|322|1|1
"5469"|243|669|1|0
"5470"|243|792|1|0
"5471"|243|158|1|1
"5472"|244|9|1|0
"5473"|244|283|1|0
"5474"|244|132|1|0
"5475"|244|341|1|1
"5476"|244|296|1|1
"5477"|244|346|1|0
"5478"|244|285|1|0
"5479"|244|28|1|1
"5480"|244|252|1|0
"5481"|244|609|1|0
"5482"|244|362|1|1
"5483"|244|679|1|1
"5484"|244|269|1|1
"5485"|244|340|1|0
"5486"|245|269|1|1
"5487"|245|28|1|1
"5488"|245|296|1|1
"5489"|245|679|1|1
"5490"|246|341|0|1
"5491"|246|346|0|0
"5492"|247|290|1|1
"5493"|247|742|1|0
"5494"|247|285|1|0
"5495"|247|238|1|0
"5496"|247|31|1|0
"5497"|247|337|1|0
"5498"|247|32|1|1
"5499"|247|347|1|1
"5500"|247|36|1|0
"5501"|247|545|1|0
"5502"|247|340|1|0
"5503"|248|160|1|1
"5504"|248|806|1|0
"5505"|248|131|1|1
"5506"|248|2|1|0
"5507"|248|306|1|1
"5508"|248|212|1|0
"5509"|248|7|1|0
"5510"|248|107|1|0
"5511"|248|685|1|1
"5512"|248|263|1|0
"5513"|248|123|1|0
"5514"|248|540|1|0
"5515"|248|375|1|0
"5516"|248|502|1|1
"5517"|248|146|1|1
"5518"|248|46|1|0
"5519"|248|158|1|1
"5520"|248|161|1|0
"5521"|248|294|1|1
"5522"|248|167|1|0
"5523"|248|556|1|0
"5524"|248|807|1|0
"5525"|248|186|1|1
"5526"|248|27|1|1
"5527"|248|69|1|0
"5528"|248|322|1|1
"5529"|248|698|1|0
"5530"|248|230|1|0
"5531"|248|204|1|0
"5532"|248|420|1|0
"5533"|248|256|1|0
"5534"|248|315|1|0
"5535"|248|287|1|0
"5536"|248|325|1|1
"5537"|248|295|1|0
"5538"|248|224|1|1
"5539"|248|264|1|0
"5540"|248|310|1|0
"5541"|248|254|1|0
"5542"|248|271|1|0
"5543"|248|249|1|0
"5544"|248|119|1|0
"5545"|248|719|1|1
"5546"|248|240|1|1
"5547"|248|162|1|0
"5548"|248|289|1|0
"5549"|248|687|1|0
"5550"|248|303|1|0
"5551"|248|274|1|1
"5552"|248|232|1|0
"5553"|248|180|1|0
"5554"|248|38|1|0
"5555"|248|68|1|1
"5556"|248|153|1|0
"5557"|248|166|1|0
"5558"|248|61|1|0
"5559"|248|376|1|0
"5560"|248|759|1|0
"5561"|248|258|1|0
"5562"|248|676|1|0
"5563"|248|72|1|1
"5564"|248|761|1|0
"5565"|248|87|1|1
"5566"|248|732|1|0
"5567"|248|827|1|0
"5568"|248|122|1|0
"5569"|248|767|1|1
"5570"|248|564|1|0
"5571"|248|368|1|1
"5572"|248|663|1|0
"5573"|248|628|1|1
"5574"|248|312|1|0
"5575"|248|59|1|1
"5576"|248|561|1|0
"5577"|248|282|1|0
"5578"|248|533|1|0
"5579"|248|473|1|0
"5580"|248|797|1|1
"5581"|248|590|1|0
"5582"|248|475|1|0
"5583"|248|792|1|0
"5584"|248|257|1|0
"5585"|248|463|1|1
"5586"|248|536|1|0
"5587"|248|573|1|1
"5588"|248|66|1|0
"5589"|248|221|1|0
"5590"|248|406|1|1
"5591"|248|589|1|1
"5592"|248|616|1|0
"5593"|248|121|1|0
"5594"|248|67|1|1
"5595"|248|236|1|0
"5596"|248|43|1|1
"5597"|248|632|1|0
"5598"|248|734|1|1
"5599"|248|783|1|0
"5600"|248|73|1|0
"5601"|248|97|1|0
"5602"|248|785|1|0
"5603"|248|700|1|0
"5604"|248|36|1|0
"5605"|248|29|1|0
"5606"|248|205|1|1
"5607"|248|770|1|0
"5608"|248|337|1|0
"5609"|248|130|1|0
"5610"|248|199|1|1
"5611"|248|597|1|0
"5612"|248|811|1|0
"5613"|248|124|1|0
"5614"|248|80|1|0
"5615"|248|778|1|0
"5616"|248|678|1|0
"5617"|248|469|1|0
"5618"|248|214|1|0
"5619"|248|163|1|0
"5620"|248|154|1|1
"5621"|249|626|1|0
"5622"|249|2|1|0
"5623"|249|122|1|0
"5624"|249|166|1|0
"5625"|249|306|1|1
"5626"|249|212|1|0
"5627"|249|248|1|0
"5628"|249|107|1|0
"5629"|249|243|1|0
"5630"|250|757|0|1
"5631"|250|660|0|0
"5632"|250|648|0|1
"5633"|250|323|0|0
"5634"|250|75|0|0
"5635"|250|183|0|1
"5636"|250|647|0|1
"5637"|250|37|0|0
"5638"|250|234|0|0
"5639"|250|331|0|0
"5640"|250|814|0|0
"5641"|250|145|0|0
"5642"|250|330|0|0
"5643"|250|124|0|0
"5644"|250|640|0|0
"5645"|250|155|0|1
"5646"|250|712|0|0
"5647"|250|641|0|0
"5648"|250|365|0|0
"5649"|250|751|0|1
"5650"|250|51|0|1
"5651"|250|744|0|1
"5652"|250|333|0|0
"5653"|250|742|0|0
"5654"|250|39|0|0
"5655"|251|629|0|0
"5656"|251|463|0|1
"5657"|251|46|0|0
"5658"|251|90|0|1
"5659"|251|792|0|0
"5660"|251|596|0|1
"5661"|251|315|0|0
"5662"|251|95|0|1
"5663"|251|312|0|0
"5664"|251|153|0|0
"5665"|251|337|0|0
"5666"|251|166|0|0
"5667"|251|257|0|0
"5668"|251|154|0|1
"5669"|251|597|0|0
"5670"|251|214|0|0
"5671"|251|696|0|0
"5672"|251|628|0|1
"5673"|251|173|0|1
"5674"|251|761|0|0
"5675"|251|236|0|0
"5676"|251|626|0|0
"5677"|251|287|0|0
"5678"|252|296|1|1
"5679"|252|283|1|0
"5680"|252|347|1|1
"5681"|252|28|1|1
"5682"|252|269|1|1
"5683"|252|244|1|0
"5684"|252|550|1|0
"5685"|252|285|1|0
"5686"|252|142|1|0
"5687"|252|341|1|1
"5688"|252|345|1|0
"5689"|252|284|1|1
"5690"|252|270|1|0
"5691"|252|31|1|0
"5692"|252|560|1|0
"5693"|253|568|1|1
"5694"|253|134|1|0
"5695"|253|567|1|0
"5696"|253|55|1|1
"5697"|253|203|1|0
"5698"|253|362|1|1
"5699"|253|48|1|0
"5700"|253|184|1|1
"5701"|253|738|1|1
"5702"|253|650|1|0
"5703"|253|144|1|1
"5704"|254|123|1|0
"5705"|254|87|1|1
"5706"|254|59|1|1
"5707"|254|564|1|0
"5708"|254|807|1|0
"5709"|254|66|1|0
"5710"|254|97|1|0
"5711"|254|332|1|1
"5712"|254|810|1|0
"5713"|254|2|1|0
"5714"|254|199|1|1
"5715"|254|787|1|0
"5716"|254|759|1|0
"5717"|254|696|1|0
"5718"|254|7|1|0
"5719"|254|540|1|0
"5720"|254|383|1|1
"5721"|254|153|1|0
"5722"|254|130|1|0
"5723"|254|122|1|0
"5724"|254|212|1|0
"5725"|254|221|1|0
"5726"|254|774|1|0
"5727"|254|287|1|0
"5728"|254|94|1|0
"5729"|254|271|1|0
"5730"|254|803|1|0
"5731"|254|205|1|1
"5732"|254|438|1|0
"5733"|254|406|1|1
"5734"|254|761|1|0
"5735"|254|69|1|0
"5736"|254|475|1|0
"5737"|254|294|1|1
"5738"|254|338|1|0
"5739"|254|187|1|0
"5740"|254|248|1|0
"5741"|254|626|1|0
"5742"|254|337|1|0
"5743"|254|263|1|0
"5744"|254|505|1|0
"5745"|254|719|1|1
"5746"|254|315|1|0
"5747"|254|556|1|0
"5748"|254|47|1|0
"5749"|254|310|1|0
"5750"|254|243|1|0
"5751"|255|54|0|1
"5752"|256|122|1|0
"5753"|256|626|1|0
"5754"|256|792|1|0
"5755"|256|507|1|0
"5756"|256|366|1|1
"5757"|256|164|1|1
"5758"|256|212|1|0
"5759"|256|248|1|0
"5760"|256|573|1|1
"5761"|256|687|1|0
"5762"|257|161|1|0
"5763"|257|663|1|0
"5764"|257|792|1|0
"5765"|257|306|1|1
"5766"|257|251|1|1
"5767"|257|212|1|0
"5768"|257|243|1|0
"5769"|257|153|1|0
"5770"|257|239|1|0
"5771"|257|221|1|0
"5772"|257|248|1|0
"5773"|257|761|1|0
"5774"|257|214|1|0
"5775"|257|770|1|0
"5776"|257|287|1|0
"5777"|258|696|1|0
"5778"|258|47|1|0
"5779"|258|294|1|1
"5780"|258|69|1|0
"5781"|258|154|1|1
"5782"|258|123|1|0
"5783"|258|166|1|0
"5784"|258|458|1|1
"5785"|258|685|1|1
"5786"|258|94|1|0
"5787"|258|322|1|1
"5788"|258|590|1|0
"5789"|258|87|1|1
"5790"|258|2|1|0
"5791"|258|72|1|1
"5792"|258|678|1|0
"5793"|258|687|1|0
"5794"|258|230|1|0
"5795"|258|97|1|0
"5796"|258|507|1|0
"5797"|258|807|1|0
"5798"|258|7|1|0
"5799"|258|632|1|0
"5800"|258|180|1|0
"5801"|258|469|1|0
"5802"|258|73|1|0
"5803"|258|239|1|0
"5804"|258|243|1|0
"5805"|258|199|1|1
"5806"|258|700|1|0
"5807"|258|130|1|0
"5808"|258|53|1|0
"5809"|258|221|1|0
"5810"|258|337|1|0
"5811"|258|310|1|0
"5812"|258|728|1|1
"5813"|258|263|1|0
"5814"|258|161|1|0
"5815"|258|375|1|0
"5816"|258|248|1|0
"5817"|258|59|1|1
"5818"|258|734|1|1
"5819"|258|205|1|1
"5820"|258|202|1|0
"5821"|258|787|1|0
"5822"|258|274|1|1
"5823"|258|663|1|0
"5824"|258|232|1|0
"5825"|258|281|1|0
"5826"|258|312|1|0
"5827"|258|827|1|0
"5828"|258|118|1|1
"5829"|258|564|1|0
"5830"|258|719|1|1
"5831"|258|214|1|0
"5832"|258|540|1|0
"5833"|258|676|1|0
"5834"|258|778|1|0
"5835"|258|773|1|1
"5836"|258|271|1|0
"5837"|258|122|1|0
"5838"|258|158|1|1
"5839"|258|597|1|0
"5840"|258|366|1|1
"5841"|258|792|1|0
"5842"|258|332|1|1
"5843"|258|106|1|0
"5844"|258|626|1|0
"5845"|258|573|1|1
"5846"|258|164|1|1
"5847"|258|107|1|0
"5848"|258|533|1|0
"5849"|258|315|1|0
"5850"|258|464|1|1
"5851"|258|287|1|0
"5852"|258|153|1|0
"5853"|258|212|1|0
"5854"|259|191|1|1
"5855"|259|128|1|0
"5856"|259|200|1|0
"5857"|259|824|1|1
"5858"|259|723|1|0
"5859"|260|438|0|0
"5860"|260|161|0|0
"5861"|260|228|0|1
"5862"|261|200|1|0
"5863"|261|150|1|1
"5864"|261|191|1|1
"5865"|262|651|0|1
"5866"|262|639|0|0
"5867"|262|133|0|1
"5868"|262|85|0|1
"5869"|262|552|0|0
"5870"|262|474|0|1
"5871"|262|98|0|0
"5872"|262|539|0|1
"5873"|263|811|1|0
"5874"|263|803|1|0
"5875"|263|67|1|1
"5876"|263|230|1|0
"5877"|263|153|1|0
"5878"|263|123|1|0
"5879"|263|564|1|0
"5880"|263|556|1|0
"5881"|263|763|1|1
"5882"|263|64|1|0
"5883"|263|7|1|0
"5884"|263|767|1|1
"5885"|263|87|1|1
"5886"|263|375|1|0
"5887"|263|105|1|0
"5888"|263|337|1|0
"5889"|263|685|1|1
"5890"|263|180|1|0
"5891"|263|47|1|0
"5892"|263|243|1|0
"5893"|263|332|1|1
"5894"|263|274|1|1
"5895"|263|258|1|0
"5896"|263|97|1|0
"5897"|263|239|1|0
"5898"|263|464|1|1
"5899"|263|597|1|0
"5900"|263|306|1|1
"5901"|263|626|1|0
"5902"|263|254|1|0
"5903"|263|271|1|0
"5904"|263|248|1|0
"5905"|263|303|1|0
"5906"|263|540|1|0
"5907"|263|696|1|0
"5908"|263|59|1|1
"5909"|263|236|1|0
"5910"|263|469|1|0
"5911"|263|294|1|1
"5912"|263|166|1|0
"5913"|263|698|1|0
"5914"|263|507|1|0
"5915"|263|212|1|0
"5916"|263|761|1|0
"5917"|263|770|1|0
"5918"|263|807|1|0
"5919"|264|685|1|1
"5920"|264|64|1|0
"5921"|264|248|1|0
"5922"|264|380|1|1
"5923"|264|274|1|1
"5924"|264|118|1|1
"5925"|264|678|1|0
"5926"|264|107|1|0
"5927"|264|626|1|0
"5928"|264|131|1|1
"5929"|264|2|1|0
"5930"|265|626|1|0
"5931"|265|118|1|1
"5932"|265|545|1|0
"5933"|265|36|1|0
