empl1|empl2|collaborations|engineer1|engineer2|invent1|invent2
212|258|1|0|1|1|1
212|759|5|0|1|1|1
212|162|5|0|0|1|1
212|165|1|0|1|1|1
212|438|5|0|0|1|1
212|663|3|0|0|1|1
212|287|12|0|0|1|1
212|488|1|0|1|1|1
212|696|1|0|1|1|1
212|158|8|0|0|1|0
212|2|1|0|1|1|1
212|122|3|0|0|1|1
212|256|1|0|0|1|1
212|105|1|0|0|1|1
212|94|1|0|0|1|1
212|564|3|0|0|1|1
212|556|3|0|1|1|1
212|315|12|0|0|1|1
212|685|5|0|0|1|0
212|589|1|0|0|1|0
212|289|8|0|0|1|1
212|626|1|0|0|1|1
212|787|10|0|0|1|1
212|700|1|0|0|1|1
212|366|1|0|0|1|0
212|310|1|0|0|1|1
212|180|10|0|1|1|1
212|811|5|0|1|1|1
212|221|3|0|0|1|1
212|505|3|0|1|1|1
212|597|7|0|0|1|1
212|804|1|0|1|1|0
212|806|3|0|0|1|1
212|773|7|0|0|1|0
212|540|1|0|0|1|1
212|249|3|0|0|1|1
212|130|3|0|0|1|1
213|61|3|1|0|0|1
213|71|5|1|0|0|1
213|272|1|1|0|0|1
213|365|1|1|1|0|1
213|660|1|1|0|0|1
213|181|3|1|0|0|1
213|282|1|1|0|0|1
213|38|3|1|0|0|1
213|646|1|1|0|0|1
213|712|1|1|1|0|1
213|52|1|1|0|0|1
213|330|3|1|0|0|1
213|276|1|1|0|0|0
213|704|1|1|0|0|1
213|818|7|1|1|0|0
213|331|1|1|0|0|1
213|279|3|1|1|0|1
213|757|7|1|0|0|0
213|188|3|1|0|0|0
213|699|1|1|1|0|1
213|647|5|1|0|0|0
213|742|5|1|0|0|1
213|796|1|1|0|0|1
213|780|5|1|0|0|1
214|257|3|0|1|1|1
214|616|1|0|0|1|1
214|289|1|0|0|1|1
214|97|5|0|0|1|1
214|564|5|0|0|1|1
214|590|3|0|0|1|1
214|80|3|0|1|1|1
214|570|1|0|0|1|0
214|770|3|0|0|1|1
214|773|3|0|0|1|0
214|224|3|0|0|1|0
214|258|3|0|1|1|1
214|72|3|0|0|1|0
214|248|1|0|0|1|1
214|107|1|0|1|1|1
214|375|3|0|1|1|1
214|761|5|0|1|1|1
214|303|3|0|1|1|1
214|287|3|0|0|1|1
214|696|1|0|1|1|1
214|597|1|0|0|1|1
214|767|1|0|0|1|0
214|663|1|0|0|1|1
214|804|1|0|1|1|0
214|221|1|0|0|1|1
214|87|1|0|1|1|0
214|178|1|0|0|1|1
214|312|10|0|0|1|1
214|232|1|0|0|1|1
214|650|5|0|0|1|1
214|778|3|0|0|1|1
214|153|7|0|0|1|1
214|573|1|0|0|1|0
214|122|1|0|0|1|1
214|282|3|0|0|1|1
214|47|1|0|0|1|1
214|130|1|0|0|1|1
214|154|1|0|0|1|0
214|300|3|0|0|1|0
214|602|1|0|0|1|1
214|315|1|0|0|1|1
214|212|1|0|0|1|1
214|180|7|0|1|1|1
214|163|3|0|0|1|1
214|73|3|0|1|1|1
214|556|7|0|1|1|1
214|463|1|0|0|1|0
214|797|1|0|0|1|0
214|806|1|0|0|1|1
214|251|3|0|0|1|0
215|310|1|1|0|1|1
215|36|1|1|0|1|1
216|38|1|0|0|1|1
216|319|1|0|1|1|0
216|197|1|0|0|1|1
216|39|1|0|1|1|1
216|241|1|0|0|1|1
216|51|1|0|0|1|0
216|650|1|0|0|1|1
217|177|1|1|0|1|0
217|599|1|1|0|1|1
217|233|1|1|1|1|0
217|189|1|1|0|1|1
218|302|1|0|0|0|0
218|719|1|0|0|0|0
218|431|1|0|0|0|1
219|695|1|0|0|1|0
220|16|1|0|0|0|1
220|21|1|0|0|0|0
220|12|1|0|0|0|0
220|20|1|0|0|0|0
221|69|5|0|0|1|1
221|338|5|0|1|1|1
221|507|3|0|0|1|1
221|29|5|0|0|1|1
221|212|3|0|0|1|1
221|271|3|0|0|1|1
221|7|3|0|0|1|1
221|53|1|0|0|1|1
221|118|1|0|1|1|0
221|728|8|0|0|1|0
221|460|1|0|0|1|0
221|94|3|0|0|1|1
221|632|3|0|0|1|1
221|66|1|0|1|1|1
221|122|1|0|0|1|1
221|759|1|0|1|1|1
221|192|1|0|0|1|0
221|243|1|0|0|1|1
221|205|8|0|0|1|0
221|257|3|0|1|1|1
221|770|7|0|0|1|1
221|162|7|0|0|1|1
221|107|3|0|1|1|1
221|475|7|0|0|1|1
221|214|1|0|0|1|1
221|106|3|0|0|1|1
221|248|5|0|0|1|1
221|87|5|0|1|1|0
221|458|1|0|0|1|0
221|123|8|0|1|1|1
221|80|3|0|1|1|1
221|282|1|0|0|1|1
221|829|1|0|1|1|1
221|27|3|0|1|1|0
221|469|3|0|0|1|1
221|232|5|0|0|1|1
221|166|5|0|0|1|1
221|533|5|0|0|1|1
221|239|3|0|1|1|1
221|230|5|0|0|1|1
221|564|1|0|0|1|1
221|464|3|0|1|1|0
221|315|14|0|0|1|1
221|337|5|0|0|1|1
221|59|1|0|0|1|0
221|60|1|0|0|1|0
221|180|1|0|1|1|1
221|294|3|0|0|1|0
221|130|15|0|0|1|1
221|47|5|0|0|1|1
221|773|3|0|0|1|0
221|763|3|0|0|1|0
221|827|5|0|0|1|1
221|199|1|0|0|1|0
221|767|5|0|0|1|0
221|254|3|0|1|1|1
221|734|3|0|0|1|0
221|310|10|0|0|1|1
221|472|1|0|1|1|1
221|701|1|0|1|1|1
221|669|1|0|0|1|1
221|258|1|0|1|1|1
221|153|5|0|0|1|1
221|807|1|0|1|1|1
221|787|1|0|0|1|1
221|811|1|0|1|1|1
221|187|1|0|1|1|1
221|97|1|0|0|1|1
221|778|5|0|0|1|1
221|306|3|0|1|1|0
222|176|1|1|0|0|1
222|317|1|1|0|0|0
222|288|1|1|1|0|0
222|175|1|1|1|0|0
222|139|3|1|0|0|0
222|562|3|1|1|0|1
222|799|1|1|0|0|1
222|138|1|1|0|0|0
222|559|1|1|0|0|1
222|553|1|1|0|0|0
222|132|1|1|1|0|1
222|354|1|1|0|0|0
222|795|1|1|0|0|1
223|793|1|1|0|1|0
223|195|1|1|1|1|1
223|349|1|1|0|1|0
224|650|3|0|0|0|1
224|201|1|0|1|0|1
224|312|3|0|0|0|1
224|154|1|0|0|0|0
224|248|1|0|0|0|1
224|214|3|0|0|0|1
224|211|3|0|1|0|0
224|239|1|0|1|0|1
224|153|1|0|0|0|1
224|163|3|0|0|0|1
224|73|3|0|1|0|1
224|696|7|0|1|0|1
224|178|1|0|0|0|1
224|61|5|0|0|0|1
224|785|1|0|1|0|1
224|33|3|0|1|0|1
225|299|3|0|0|1|1
225|36|10|0|0|1|1
225|632|1|0|0|1|1
225|660|1|0|0|1|1
225|337|1|0|0|1|1
225|279|3|0|1|1|1
225|794|1|0|0|1|1
225|449|7|0|1|1|1
225|127|3|0|0|1|1
225|104|3|0|1|1|1
225|644|1|0|0|1|0
225|536|1|0|0|1|1
225|234|8|0|1|1|1
225|650|7|0|0|1|1
225|231|1|0|0|1|0
225|814|8|0|1|1|1
225|742|1|0|0|1|1
225|232|1|0|0|1|1
225|790|1|0|1|1|1
225|545|5|0|0|1|1
225|709|7|0|0|1|0
225|272|3|0|0|1|1
225|297|1|0|0|1|1
225|744|5|0|0|1|0
225|309|3|0|1|1|1
225|71|10|0|0|1|1
225|314|3|0|0|1|1
225|38|3|0|0|1|1
225|365|3|0|1|1|1
225|324|7|0|0|1|1
225|167|3|0|0|1|1
225|273|7|0|0|1|1
225|818|1|0|1|1|0
225|155|1|0|0|1|0
225|592|3|0|0|1|0
225|757|8|0|0|1|0
225|507|1|0|0|1|1
225|282|5|0|0|1|1
225|473|1|0|0|1|1
225|331|1|0|0|1|1
225|135|5|0|0|1|1
225|310|1|0|0|1|1
225|648|1|0|0|1|0
225|124|12|0|0|1|1
225|119|8|0|0|1|1
225|649|5|0|0|1|1
225|202|7|0|1|1|1
225|121|3|0|1|1|1
225|312|3|0|0|1|1
226|768|1|0|0|0|0
226|377|1|0|0|0|1
226|764|1|0|0|0|0
227|273|1|1|0|1|1
227|449|1|1|1|1|1
227|167|3|1|0|1|1
227|124|3|1|0|1|1
227|53|1|1|0|1|1
227|376|1|1|1|1|1
227|38|1|1|0|1|1
227|119|1|1|0|1|1
228|701|1|1|1|0|1
228|438|1|1|0|0|1
228|260|1|1|0|0|0
229|803|1|0|0|1|1
229|787|1|0|0|1|1
229|540|1|0|0|1|1
229|2|1|0|1|1|1
229|632|5|0|0|1|1
229|337|3|0|0|1|1
229|626|1|0|0|1|1
229|287|1|0|0|1|1
229|69|1|0|0|1|1
229|232|1|0|0|1|1
229|122|3|0|0|1|1
230|2|3|0|1|1|1
230|505|3|0|1|1|1
230|263|5|0|1|1|1
230|337|3|0|0|1|1
230|475|1|0|0|1|1
230|97|1|0|0|1|1
230|212|1|0|0|1|1
230|130|1|0|0|1|1
230|7|1|0|0|1|1
230|105|1|0|0|1|1
230|338|1|0|1|1|1
230|271|1|0|0|1|1
230|469|3|0|0|1|1
230|514|1|0|1|1|0
230|626|10|0|0|1|1
230|759|3|0|1|1|1
230|122|3|0|0|1|1
230|161|8|0|0|1|1
230|221|5|0|0|1|1
230|66|7|0|1|1|1
230|153|7|0|0|1|1
230|810|1|0|0|1|1
230|87|3|0|1|1|0
230|754|3|0|0|1|1
230|72|3|0|0|1|0
230|438|5|0|0|1|1
230|258|1|0|1|1|1
230|696|7|0|1|1|1
230|357|1|0|0|1|1
230|564|3|0|0|1|1
230|248|8|0|0|1|1
230|676|1|0|1|1|1
230|383|1|0|0|1|0
230|406|3|0|1|1|0
230|787|5|0|0|1|1
230|94|1|0|0|1|1
230|180|8|0|1|1|1
230|728|3|0|0|1|0
230|287|5|0|0|1|1
230|767|5|0|0|1|0
230|47|5|0|0|1|1
230|803|3|0|0|1|1
230|59|7|0|0|1|0
230|761|3|0|1|1|1
230|774|1|0|0|1|1
230|294|1|0|0|1|0
230|811|8|0|1|1|1
230|807|1|0|1|1|1
231|29|3|0|0|0|1
231|310|1|0|0|0|1
231|167|1|0|0|0|1
231|273|1|0|0|0|1
231|660|1|0|0|0|1
231|225|1|0|0|0|1
231|449|1|0|1|0|1
231|119|5|0|0|0|1
231|121|1|0|1|0|1
231|333|3|0|0|0|1
231|331|5|0|0|0|1
231|202|1|0|1|0|1
231|123|1|0|1|0|1
231|337|3|0|0|0|1
231|38|1|0|0|0|1
231|561|3|0|0|0|1
232|473|8|0|0|1|1
232|366|3|0|0|1|0
232|282|10|0|0|1|1
232|696|3|0|1|1|1
232|61|1|0|0|1|1
232|29|5|0|0|1|1
232|274|5|0|0|1|0
232|2|8|0|1|1|1
232|221|5|0|0|1|1
232|700|5|0|0|1|1
232|258|5|0|1|1|1
232|507|14|0|0|1|1
232|324|3|0|0|1|1
232|648|3|0|0|1|0
232|186|1|0|0|1|0
232|119|10|0|0|1|1
232|124|5|0|0|1|1
232|351|7|0|0|1|1
232|121|7|0|1|1|1
232|181|1|0|0|1|1
232|248|10|0|0|1|1
232|322|7|0|0|1|0
232|153|10|0|0|1|1
232|660|3|0|0|1|1
232|757|7|0|0|1|0
232|229|1|0|0|1|1
232|626|12|0|0|1|1
232|37|5|0|1|1|1
232|225|1|0|0|1|1
232|240|3|0|0|1|0
232|709|3|0|0|1|0
232|271|1|0|0|1|1
232|127|3|0|0|1|1
232|333|8|0|0|1|1
232|641|5|0|0|1|1
232|314|7|0|0|1|1
232|118|1|0|1|1|0
232|297|1|0|0|1|1
232|744|8|0|0|1|0
232|299|5|0|0|1|1
232|214|1|0|0|1|1
232|365|3|0|1|1|1
232|794|3|0|0|1|1
232|123|7|0|1|1|1
232|163|7|0|0|1|1
232|155|8|0|0|1|0
232|607|3|0|0|1|1
232|376|1|0|1|1|1
232|279|3|0|1|1|1
232|592|1|0|0|1|0
232|212|1|0|0|1|1
232|272|1|0|0|1|1
232|243|1|0|0|1|1
232|69|3|0|0|1|1
232|712|8|0|1|1|1
232|316|1|0|0|1|1
232|312|17|0|0|1|1
232|742|8|0|0|1|1
232|154|5|0|0|1|0
232|687|3|0|0|1|1
232|75|7|0|1|1|1
232|761|7|0|1|1|1
232|183|8|0|0|1|0
232|827|3|0|0|1|1
232|330|1|0|0|1|1
232|352|1|0|0|1|0
232|180|1|0|1|1|1
232|167|3|0|0|1|1
232|39|3|0|1|1|1
232|287|1|0|0|1|1
232|469|1|0|0|1|1
232|533|8|0|0|1|1
232|325|5|0|0|1|0
232|561|1|0|0|1|1
232|540|3|0|0|1|1
232|178|1|0|0|1|1
232|309|5|0|1|1|1
232|703|1|0|0|1|0
232|672|7|0|1|1|1
232|36|7|0|0|1|1
232|331|5|0|0|1|1
232|646|3|0|0|1|1
232|47|5|0|0|1|1
232|650|5|0|0|1|1
232|818|10|0|1|1|0
232|705|3|0|0|1|1
232|481|1|0|0|1|1
232|556|1|0|1|1|1
232|536|3|0|0|1|1
232|833|3|0|0|1|1
232|775|1|0|0|1|0
232|785|5|0|1|1|1
232|790|1|0|1|1|1
232|122|1|0|0|1|1
232|792|3|0|1|1|1
232|303|3|0|1|1|1
232|110|5|0|1|1|1
233|62|5|1|0|0|0
233|768|1|1|0|0|0
233|217|1|1|1|0|1
233|100|1|1|0|0|1
233|599|1|1|0|0|1
233|328|1|1|0|0|0
233|189|1|1|0|0|1
233|377|1|1|0|0|1
234|312|7|1|0|1|1
234|61|1|1|0|1|1
234|37|8|1|1|1|1
234|649|5|1|0|1|1
234|646|3|1|0|1|1
234|668|3|1|0|1|1
234|641|3|1|0|1|1
234|785|7|1|1|1|1
234|238|8|1|1|1|1
234|124|7|1|0|1|1
234|104|1|1|1|1|1
234|644|7|1|0|1|0
234|536|12|1|0|1|1
234|331|8|1|0|1|1
234|818|1|1|1|1|0
234|330|1|1|0|1|1
234|145|8|1|1|1|1
234|239|3|1|1|1|1
234|545|5|1|0|1|1
234|188|1|1|0|1|0
234|135|7|1|0|1|1
234|250|5|1|0|1|0
234|742|1|1|0|1|1
234|431|5|1|0|1|1
234|183|7|1|0|1|0
234|323|1|1|0|1|1
234|273|5|1|0|1|1
234|225|8|1|0|1|1
234|333|8|1|0|1|1
234|119|3|1|0|1|1
234|309|15|1|1|1|1
234|607|1|1|0|1|1
234|598|1|1|0|1|1
234|640|3|1|1|1|1
234|53|7|1|0|1|1
234|449|1|1|1|1|1
234|272|1|1|0|1|1
234|181|3|1|0|1|1
234|711|1|1|1|1|1
234|481|1|1|0|1|1
234|660|5|1|0|1|1
234|155|8|1|0|1|0
234|814|5|1|1|1|1
234|71|1|1|0|1|1
234|794|5|1|0|1|1
234|667|3|1|1|1|1
234|561|7|1|0|1|1
234|820|1|1|0|1|0
234|314|5|1|0|1|1
234|533|3|1|0|1|1
234|318|8|1|0|1|1
234|469|1|1|0|1|1
234|282|10|1|0|1|1
234|36|5|1|0|1|1
234|240|1|1|0|1|0
234|672|1|1|1|1|1
234|376|1|1|1|1|1
234|365|8|1|1|1|1
234|202|1|1|1|1|1
234|827|5|1|0|1|1
234|337|12|1|0|1|1
234|757|7|1|0|1|0
234|39|3|1|1|1|1
234|632|1|1|0|1|1
234|744|8|1|0|1|0
234|491|1|1|1|1|0
234|592|5|1|0|1|0
234|473|3|1|0|1|1
235|183|7|0|0|1|0
235|449|1|0|1|1|1
235|533|1|0|0|1|1
235|337|3|0|0|1|1
235|545|3|0|0|1|1
235|794|5|0|0|1|1
235|592|8|0|0|1|0
235|649|1|0|0|1|1
235|39|1|0|1|1|1
235|69|1|0|0|1|1
235|632|1|0|0|1|1
235|297|7|0|0|1|1
235|299|5|0|0|1|1
235|324|3|0|0|1|1
235|365|3|0|1|1|1
235|376|5|0|1|1|1
235|331|1|0|0|1|1
235|167|1|0|0|1|1
235|507|1|0|0|1|1
235|672|7|0|1|1|1
235|119|1|0|0|1|1
235|155|1|0|0|1|0
235|742|5|0|0|1|1
235|202|3|0|1|1|1
235|785|5|0|1|1|1
235|590|3|0|0|1|1
235|333|5|0|0|1|1
235|536|1|0|0|1|1
235|272|3|0|0|1|1
235|709|3|0|0|1|0
235|240|1|0|0|1|0
235|330|5|0|0|1|1
235|279|1|0|1|1|1
235|53|1|0|0|1|1
235|787|5|0|0|1|1
235|127|7|0|0|1|1
235|282|3|0|0|1|1
236|251|1|0|0|1|0
236|46|1|0|0|1|1
236|243|1|0|0|1|1
236|597|1|0|0|1|1
236|90|1|0|0|1|0
236|95|3|0|0|1|0
236|770|3|0|0|1|1
236|248|3|0|0|1|1
236|212|1|0|0|1|1
236|761|1|0|1|1|1
236|64|3|0|0|1|1
236|287|1|0|0|1|1
236|698|1|0|0|1|1
236|263|1|0|1|1|1
236|463|1|0|0|1|0
236|556|1|0|1|1|1
237|353|1|1|0|0|1
238|53|1|1|0|1|1
238|532|3|1|1|1|0
238|709|3|1|0|1|0
238|827|5|1|0|1|1
238|668|1|1|0|1|1
238|719|3|1|0|1|0
238|712|8|1|1|1|1
238|123|1|1|1|1|1
238|649|3|1|0|1|1
238|273|8|1|0|1|1
238|71|3|1|0|1|1
238|787|5|1|0|1|1
238|135|1|1|0|1|1
238|644|3|1|0|1|0
238|145|1|1|1|1|1
238|358|1|1|0|1|0
238|820|3|1|0|1|0
238|475|5|1|0|1|1
238|240|1|1|0|1|0
238|648|1|1|0|1|0
238|376|3|1|1|1|1
238|592|1|1|0|1|0
238|545|1|1|0|1|1
238|314|7|1|0|1|1
238|791|1|1|0|1|0
238|449|1|1|1|1|1
238|330|3|1|0|1|1
238|36|8|1|0|1|1
238|75|5|1|1|1|1
238|364|1|1|0|1|1
238|344|1|1|0|1|0
238|817|1|1|0|1|1
238|424|1|1|1|1|1
238|324|1|1|0|1|1
238|632|10|1|0|1|1
238|365|3|1|1|1|1
238|521|1|1|1|1|0
238|561|5|1|0|1|1
238|297|3|1|0|1|1
238|533|1|1|0|1|1
238|700|1|1|0|1|1
238|247|1|1|0|1|1
238|37|3|1|1|1|1
238|242|5|1|1|1|1
238|331|8|1|0|1|1
238|469|3|1|0|1|1
238|351|10|1|0|1|1
238|744|3|1|0|1|0
238|318|1|1|0|1|1
238|536|1|1|0|1|1
238|279|1|1|1|1|1
238|462|1|1|0|1|1
238|117|1|1|0|1|0
238|81|1|1|0|1|1
238|660|8|1|0|1|1
238|39|5|1|1|1|1
238|431|7|1|0|1|1
238|818|7|1|1|1|0
238|647|3|1|0|1|0
238|549|3|1|0|1|0
238|672|1|1|1|1|1
238|204|1|1|0|1|1
238|473|3|1|0|1|1
238|202|3|1|1|1|1
238|742|8|1|0|1|1
238|667|3|1|1|1|1
238|104|1|1|1|1|1
238|278|1|1|0|1|1
238|124|1|1|0|1|1
238|333|10|1|0|1|1
238|497|3|1|0|1|1
238|234|8|1|1|1|1
238|311|1|1|1|1|1
238|607|1|1|0|1|1
238|420|1|1|1|1|1
238|155|8|1|0|1|0
238|310|7|1|0|1|1
239|463|3|1|0|1|0
239|362|3|1|0|1|0
239|162|8|1|0|1|1
239|807|1|1|1|1|1
239|358|1|1|0|1|0
239|794|1|1|0|1|1
239|75|7|1|1|1|1
239|124|1|1|0|1|1
239|597|1|1|0|1|1
239|33|1|1|1|1|1
239|663|3|1|0|1|1
239|279|7|1|1|1|1
239|36|1|1|0|1|1
239|744|3|1|0|1|0
239|123|3|1|1|1|1
239|324|1|1|0|1|1
239|310|8|1|0|1|1
239|556|1|1|1|1|1
239|212|5|1|0|1|1
239|650|5|1|0|1|1
239|211|5|1|1|1|0
239|221|3|1|0|1|1
239|186|1|1|0|1|0
239|258|5|1|1|1|1
239|337|17|1|0|1|1
239|275|1|1|0|1|1
239|287|12|1|0|1|1
239|292|3|1|0|1|1
239|107|1|1|1|1|1
239|757|5|1|0|1|0
239|47|7|1|0|1|1
239|545|3|1|0|1|1
239|761|3|1|1|1|1
239|561|7|1|0|1|1
239|787|3|1|0|1|1
239|767|10|1|0|1|0
239|644|8|1|0|1|0
239|224|1|1|0|1|0
239|811|3|1|1|1|1
239|289|5|1|0|1|1
239|234|3|1|1|1|1
239|803|5|1|0|1|1
239|792|1|1|1|1|1
239|640|3|1|1|1|1
239|299|3|1|0|1|1
239|34|1|1|0|1|1
239|611|1|1|1|1|1
239|590|3|1|0|1|1
239|626|12|1|0|1|1
239|306|3|1|1|1|0
239|318|1|1|0|1|1
239|333|3|1|0|1|1
239|375|5|1|1|1|1
239|69|3|1|0|1|1
239|827|3|1|0|1|1
239|166|8|1|0|1|1
239|152|1|1|0|1|1
239|1|1|1|1|1|1
239|564|12|1|0|1|1
239|130|3|1|0|1|1
239|153|10|1|0|1|1
239|592|5|1|0|1|0
239|119|8|1|0|1|1
239|659|1|1|0|1|1
239|573|1|1|0|1|0
239|607|1|1|0|1|1
239|330|3|1|0|1|1
239|173|1|1|0|1|0
239|257|1|1|1|1|1
239|271|7|1|0|1|1
239|770|8|1|0|1|1
239|376|1|1|1|1|1
239|667|7|1|1|1|1
239|312|5|1|0|1|1
239|278|1|1|0|1|1
239|52|1|1|0|1|1
239|154|1|1|0|1|0
239|680|1|1|0|1|0
239|240|7|1|0|1|0
239|322|1|1|0|1|0
239|183|3|1|0|1|0
239|7|1|1|0|1|1
239|178|7|1|0|1|1
239|39|8|1|1|1|1
239|806|3|1|0|1|1
239|825|3|1|0|1|1
239|303|3|1|1|1|1
239|204|3|1|0|1|1
239|536|3|1|0|1|1
239|71|3|1|0|1|1
239|155|1|1|0|1|0
239|263|3|1|1|1|1
239|61|10|1|0|1|1
239|37|7|1|1|1|1
239|315|8|1|0|1|1
239|473|5|1|0|1|1
239|323|1|1|0|1|1
239|351|3|1|0|1|1
239|243|8|1|0|1|1
239|719|7|1|0|1|0
239|97|5|1|0|1|1
239|282|5|1|0|1|1
239|698|3|1|0|1|1
239|712|3|1|1|1|1
239|366|3|1|0|1|0
239|294|3|1|0|1|0
239|798|3|1|1|1|0
239|72|5|1|0|1|0
239|797|3|1|0|1|0
239|2|1|1|1|1|1
239|181|8|1|0|1|1
239|648|7|1|0|1|0
239|286|1|1|1|1|1
239|5|1|1|0|1|1
240|75|8|0|1|0|1
240|186|1|0|0|0|0
240|297|1|0|0|0|1
240|167|3|0|0|0|1
240|607|7|0|0|0|1
240|238|1|0|1|0|1
240|122|5|0|0|0|1
240|696|1|0|1|0|1
240|469|1|0|0|0|1
240|234|1|0|1|0|1
240|232|3|0|0|0|1
240|564|1|0|0|0|1
240|248|3|0|0|0|1
240|180|3|0|1|0|1
240|204|3|0|0|0|1
240|243|1|0|0|0|1
240|312|1|0|0|0|1
240|660|1|0|0|0|1
240|365|1|0|1|0|1
240|376|5|0|1|0|1
240|536|5|0|0|0|1
240|287|3|0|0|0|1
240|337|3|0|0|0|1
240|124|7|0|0|0|1
240|533|7|0|0|0|1
240|239|7|0|1|0|1
240|449|7|0|1|0|1
240|333|3|0|0|0|1
240|119|1|0|0|0|1
240|719|1|0|0|0|0
240|59|1|0|0|0|0
240|235|1|0|0|0|1
240|310|3|0|0|0|1
240|540|1|0|0|0|1
240|282|1|0|0|0|1
240|162|1|0|0|0|1
240|827|1|0|0|0|1
241|39|1|0|1|1|1
241|717|1|0|0|1|0
241|37|1|0|1|1|1
241|216|1|0|0|1|1
242|364|1|1|0|1|1
242|449|3|1|1|1|1
242|331|3|1|0|1|1
242|273|3|1|0|1|1
242|561|3|1|0|1|1
242|135|1|1|0|1|1
242|124|1|1|0|1|1
242|238|5|1|1|1|1
242|358|3|1|0|1|0
243|533|7|0|0|1|1
243|312|7|0|0|1|1
243|53|1|0|0|1|1
243|67|5|0|1|1|0
243|523|1|0|0|1|1
243|289|1|0|0|1|1
243|401|3|0|0|1|0
243|59|8|0|0|1|0
243|46|1|0|0|1|1
243|685|3|0|0|1|0
243|761|1|0|1|1|1
243|315|24|0|0|1|1
243|337|14|0|0|1|1
243|733|3|0|0|1|0
243|375|5|0|1|1|1
243|166|1|0|0|1|1
243|754|3|0|0|1|1
243|728|5|0|0|1|0
243|199|5|0|0|1|0
243|590|1|0|0|1|1
243|676|1|0|1|1|1
243|180|15|0|1|1|1
243|514|1|0|1|1|0
243|239|8|0|1|1|1
243|540|3|0|0|1|1
243|286|1|0|1|1|1
243|73|1|0|1|1|1
243|271|1|0|0|1|1
243|47|7|0|0|1|1
243|232|1|0|0|1|1
243|192|3|0|0|1|0
243|719|1|0|0|1|0
243|87|1|0|1|1|0
243|205|1|0|0|1|0
243|263|1|0|1|1|1
243|258|15|0|1|1|1
243|32|1|0|0|1|0
243|257|1|0|1|1|1
243|287|1|0|0|1|1
243|303|3|0|1|1|1
243|306|3|0|1|1|0
243|505|3|0|1|1|1
243|29|5|0|0|1|1
243|438|3|0|0|1|1
243|221|1|0|0|1|1
243|249|3|0|0|1|1
243|473|5|0|0|1|1
243|66|1|0|1|1|1
243|97|7|0|0|1|1
243|700|3|0|0|1|1
243|212|12|0|0|1|1
243|556|5|0|1|1|1
243|254|7|0|1|1|1
243|60|3|0|0|1|0
243|663|1|0|0|1|1
243|383|1|0|0|1|0
243|696|5|0|1|1|1
243|236|1|0|0|1|1
243|2|7|0|1|1|1
243|573|3|0|0|1|0
243|759|10|0|1|1|1
243|130|10|0|0|1|1
243|488|1|0|1|1|1
243|536|1|0|0|1|1
243|734|5|0|0|1|0
243|469|8|0|0|1|1
243|147|3|0|1|1|0
243|763|5|0|0|1|0
243|36|5|0|0|1|1
243|118|7|0|1|1|0
243|803|12|0|0|1|1
243|732|5|0|0|1|1
243|72|5|0|0|1|0
243|472|3|0|1|1|1
243|332|1|0|0|1|0
243|80|3|0|1|1|1
243|783|3|0|0|1|1
243|310|3|0|0|1|1
243|294|1|0|0|1|0
243|162|3|0|0|1|1
243|827|1|0|0|1|1
243|69|5|0|0|1|1
243|161|5|0|0|1|1
243|701|1|0|1|1|1
243|807|1|0|1|1|1
243|787|5|0|0|1|1
243|810|1|0|0|1|1
243|773|5|0|0|1|0
243|116|3|0|1|1|1
243|107|3|0|1|1|1
243|240|1|0|0|1|0
243|153|17|0|0|1|1
243|767|5|0|0|1|0
243|698|3|0|0|1|1
243|322|3|0|0|1|0
243|669|1|0|0|1|1
243|792|5|0|1|1|1
243|158|1|0|0|1|0
244|9|3|0|0|1|1
244|283|1|0|1|1|1
244|132|1|0|1|1|1
244|341|3|0|1|1|0
244|296|1|0|1|1|0
244|346|1|0|0|1|1
244|285|1|0|1|1|1
244|28|1|0|0|1|0
244|252|3|0|1|1|1
244|609|1|0|0|1|1
244|362|1|0|0|1|0
244|679|1|0|1|1|0
244|269|1|0|0|1|0
244|340|3|0|1|1|1
245|269|1|1|0|1|0
245|28|1|1|0|1|0
245|296|1|1|1|1|0
245|679|1|1|1|1|0
246|341|1|0|1|0|0
246|346|1|0|0|0|1
247|290|1|0|0|1|0
247|742|1|0|0|1|1
247|285|1|0|1|1|1
247|238|1|0|1|1|1
247|31|1|0|1|1|1
247|337|1|0|0|1|1
247|32|1|0|0|1|0
247|347|1|0|1|1|0
247|36|3|0|0|1|1
247|545|1|0|0|1|1
247|340|1|0|1|1|1
248|160|3|0|0|1|0
248|806|1|0|0|1|1
248|131|1|0|0|1|0
248|2|3|0|1|1|1
248|306|8|0|1|1|0
248|212|5|0|0|1|1
248|7|3|0|0|1|1
248|107|1|0|1|1|1
248|685|3|0|0|1|0
248|263|14|0|1|1|1
248|123|15|0|1|1|1
248|540|3|0|0|1|1
248|375|3|0|1|1|1
248|502|1|0|0|1|0
248|146|1|0|0|1|0
248|46|1|0|0|1|1
248|158|7|0|0|1|0
248|161|5|0|0|1|1
248|294|1|0|0|1|0
248|167|1|0|0|1|1
248|556|1|0|1|1|1
248|807|1|0|1|1|1
248|186|5|0|0|1|0
248|27|1|0|1|1|0
248|69|8|0|0|1|1
248|322|3|0|0|1|0
248|698|1|0|0|1|1
248|230|8|0|0|1|1
